172	5619	3	22.11
494	1274	18	201.29
501	112	31	95.95
116	5134	3	11.87
529	14	50	39.04
234	2450	5	38.29
203	109	28	18.03
115	521	7	6.35
614	458	5	33.69
114	153	56	37.82
117	768	20	74
102	12663	5	23.1
108	5849	4	17.09
111	4727	10	58.88
3567	12	9	14.95
118	22997	3	24.14
855	16	6	11.23
2930	597	4	40.97
259	714	4	19.68
196	2048	3	16.79
125	15522	4	34.87
121	14654	6	53.81
5004	113	3	10.82
412	3713	4	39.65
1013	14	16	4.92
3501	138	3	13.44
5487	2677	4	60.23
29709	12	3	18.65
109	706	9	13.74
111	1938	25	143.91
6867	14	5	8.17
644	563	7	55.74
437	157	6	15.27
184	9776	4	38.99
105	10004	3	13.61
711	112	6	6.07
118	339	18	31.6
2337	120	5	17.15
2720	103	4	4.39
683	14	39	33.17
85	700	3	4.47
115	1163	10	30.88
4868	113	9	52.86
103	13692	4	18.89
102	10097	5	19.79
8135	101	3	6.91
1069	924	3	25.54
15453	12	3	8.52
229	137	14	18.14
320	16	11	10.74
260	1467	3	17.76
2840	266	3	22.09
3675	176	12	113.62
609	45	3	8.33
196	655	3	9.79
1689	104	5	5.08
109	4822	6	28.2
11882	8	3	21.33
407	131	5	4.98
1674	153	3	11.39
2727	111	3	6.68
124	366	17	41.9
2373	498	4	37.45
8	36840	3	33.5
2796	717	7	82.38
456	158	3	4.46
691	4710	5	60.89
4067	103	5	10.84
105	4028	5	17.11
103	1544	11	19.22
103	5744	3	5.86
8	5418	7	48.02
1435	137	8	36.58
102	7857	4	11.48
219	542	4	14.98
102	1946	7	7.42
129	985	3	4.98
120	15212	3	20.69
109	8648	4	21.34
5120	2317	6	92.92
106	10861	3	15.39
5025	12	10	26.55
24722	2	3	26.59
149	365	14	44.81
209	683	3	10.66
273	4126	4	35.64
1320	16	27	155.66
1292	137	5	17.27
239	155	6	5.32
181	2758	5	34.74
2916	114	6	22.82
101	21386	4	23.91
7583	14	4	5.69
5534	103	5	14.23
1230	14	14	5.67
1288	325	3	19.32
4505	12	6	8.48
1532	112	6	14.27
516	110	9	9.43
105	6595	5	23.03
8244	16	13	120.65
115	12676	3	17.99
1235	350	8	68.68
250	722	4	19.19
103	142	126	9.23
695	419	3	17.27
127	180	32	51.23
217	3113	3	20.7
105	2538	12	50.34
102	796	32	64.84
234	8490	6	67.6
102	4520	13	52.22
3610	182	3	19.54
3004	939	7	87.77
102	6368	3	5.48
6616	627	5	64.29
177	110	30	13.45
151	147	20	14.48
724	251	3	12.75
111	12934	4	26.73
1952	137	4	15.25
227	10015	3	29.39
15961	113	4	30.13
1623	12	34	90.74
164	607	3	7.03
318	946	3	16.91
8108	6377	6	115.47
254	123	12	10.4
2365	17867	5	96.35
111	6218	3	11.76
8045	12	5	11.59
1047	108	8	16.38
118	2657	3	7.88
171	3647	3	18.84
404	3439	3	27.26
118	4243	6	29.96
115	6213	7	42.21
119	4631	3	11.49
399	161	8	24.9
734	21124	3	46.72
6218	323	6	68.36
59	25505	4	43.1
402	1245	4	30.24
142	6889	4	27.19
101	8430	3	6.91
32722	103	3	23.28
140	1064	3	6.52
175	459	49	372.92
11466	12	3	6.49
108	1041	6	9.26
4890	14	9	17.86
195	232	16	58.45
138	286	8	9.14
109	3145	5	16.62
125	9885	7	59.82
1589	12	26	53.31
375	2693	3	25.18
8908	14	4	7.02
703	237	4	18.22
13300	103	3	12.08
167	152	32	75.66
1184	21	4	14.5
166	767	4	13.58
101	12255	5	22.48
142	5614	4	25.25
591	103	14	7.71
2636	14	20	44.72
118	5656	7	42.54
8	8654	4	27.35
331	5389	3	28.78
116	2820	3	8.08
234	299	10	41.88
143	874	4	9.87
27604	1343	3	52.91
145	113	67	38.83
4385	14	11	23.52
114	184	40	40.9
140	1709	3	9.13
563	108	19	44.02
115	4437	3	10.4
2134	14	24	50.78
138	1427	4	12.98
2778	201	3	19.11
111	6414	4	18.43
109	5233	3	10.26
573	184	3	8.17
781	119	4	4.04
106	13800	5	35.59
109	16188	4	29.05
153	977	4	13.05
5504	112	7	38.3
9978	14	3	4.47
970	125	5	11.79
20532	12	3	12.11
2914	139	6	33.05
12873	13329	3	62.45
108	9585	3	14.91
14547	8	3	22.95
3151	109	3	7.09
12	2047	9	6.47
3188	836	4	44.86
8	2158	21	147.32
314	623	3	14.07
105	2576	20	107.48
1974	121	4	10.91
956	210	4	19.43
104	6389	5	18.21
102	4809	3	3.91
1598	108	10	32.43
4443	104	5	14.08
12	1304	15	12.09
3187	102	8	17.54
127	12	415	74.31
127	2585	3	10.37
247	1518	6	43.05
27043	14	3	12.99
5712	131	4	23.69
7521	103	3	7.69
4447	101	7	17.82
7785	130	3	18.12
1866	136	3	9.27
179	85	17	17.99
7003	12	4	6.32
1094	3387	5	61.98
393	515	3	14.74
277	200	3	3.97
339	135	23	76.4
239	125	9	4.22
2697	104	7	16.91
180	699	27	199.33
2725	142	3	12.24
656	12	77	178.99
207	361	17	93.17
59	1491	3	5.97
123	257	43	128.97
105	8222	4	18.86
1405	130	4	11.34
129	4241	3	13.6
101	1033	16	19.95
12	656	41	48.06
102	1888	9	12.73
131	278	10	11
1550	8547	3	43.29
248	590	6	30.58
105	3221	9	36.84
600	106	31	104.31
103	1590	6	5.01
3668	112	3	8.39
2641	110	6	20.72
5742	1553	3	39.96
101	2382	5	4.12
105	3966	7	28.39
3826	298	3	25.21
102	3570	4	4.76
3512	16	4	15.66
102	7811	7	28.87
1249	10992	5	79.95
102	6210	5	13.55
103	5830	3	6.07
9525	179	4	38.43
1056	12	13	4.74
16	3193	5	20.71
240	2185	4	28.05
180	370	50	357.51
207	704	12	75.96
3556	242	6	53.78
456	122	6	5.46
2445	876	3	30.38
288	790	8	55.4
107	3242	5	16.54
2711	9	8	43.89
1658	114	3	4.4
162	1824	16	126.09
193	345	3	5.58
112	397	12	12.59
8841	14	5	11
10882	103	4	16.1
104	9195	5	23.29
117	276	10	3.99
206	225	4	5.23
13953	6294	3	57.26
234	756	7	40.65
140	3823	3	14.02
12	13906	3	7.74
5856	8	4	23.19
2372	179	3	16.67
104	13193	5	29.01
36372	14	3	17.38
115	6871	3	13.43
116	6244	10	70.8
109	3209	3	7.2
223	568	3	10
9234	14	5	11.73
1491	223	6	40.66
346	152	7	14.42
3506	110	7	30.27
111	4147	7	33.26
2202	159	5	27.99
139	205	14	15.54
108	738	8	11.21
5075	14	5	5.03
952	113	5	6.69
119	123	97	59.02
10624	220	3	29.77
1796	12	22	43.37
119	2592	9	43.08
2565	131	3	10.62
560	120	19	57.73
101	9017	5	18.31
434	280	3	10.65
2984	14	7	4.57
140	4687	6	39.92
111	21317	3	22.56
118	827	28	128
1190	773	4	35.89
172	512	6	20.95
5951	633	7	93.52
141	116	150	262.31
294	372	3	10.08
502	160	6	17.21
106	4542	6	26.63
106	2928	3	6.51
291	237	5	14.39
4314	157	4	26.5
109	9141	3	14.55
9338	112	3	14.89
392	704	10	80.34
2187	124	43	377.66
152	1410	6	28.68
2794	101	6	8.07
152	3401	3	15.65
3095	270	5	43.27
17391	131	3	24.61
15565	179	3	31.29
10762	571	6	86.72
8	1662	15	85.24
1107	597	5	43.28
17	111	5	4.36
2802	107	3	6.32
101	730	31	52.71
125	23903	3	28.82
160	7662	4	32.9
2907	146	4	20.15
153	2069	7	41.28
150	589	5	12.55
2488	37557	3	61.35
6821	12	4	6.32
304	337	3	9.61
2822	110	16	90.98
106	8912	6	37.43
392	361	3	12.34
9310	14	4	7.55
5537	131	7	49.52
212	453	8	36.86
10279	112	6	42
20762	121	3	24.68
167	8808	4	35.84
17305	14	3	8.27
1065	122	6	14.61
109	12149	3	16.81
2083	121	15	82.12
4813	784	14	210.52
603	119	6	7.07
447	12	31	8.3
114	8843	3	14.95
515	228	3	9.45
543	271	3	11.76
2007	130	6	25.78
419	111	10	8.85
449	186	3	6.86
103	3126	8	20.19
109	29709	3	28.92
1233	103	29	92.72
1649	121	21	119.72
104	265	76	132.51
605	203	3	9.75
554	2379	5	50.59
1442	108	4	5.83
1063	210	5	27.72
687	135	14	55.54
392	402	3	13.17
362	424	11	75.66
17367	12	5	22.9
1261	3255	6	78.11
2858	120	4	13.66
751	162	4	12.83
240	1001	5	29.1
102	19026	4	21.83
3124	31840	3	62.8
102	5598	6	17.47
2074	466	3	25.06
187	109	83	164.17
129	794	7	18.99
7373	101	8	33.53
9037	108	3	14.42
6347	14	4	4.35
217	1833	4	25.28
102	3333	9	22.5
101	2153	15	36.84
701	259	5	26.55
101	552	211	1124.84
156	879	4	12.89
103	6065	3	6.31
102	5941	5	13.12
20127	198	3	35.53
786	159	3	7.61
6144	138	5	34.53
108	11086	3	16.03
4542	103	3	4.43
101	37799	3	21.64
12	37675	3	18.65
59	363	7	5.86
125	1907	31	235.03
5022	2541	3	42.16
361	212	6	21.07
124	5504	3	14.68
215	899	8	49.43
386	5250	12	158.84
105	2347	3	4.35
667	14	34	21.45
2676	141	3	12.08
2007	107	3	4.5
4152	148	4	23.74
543	236	4	15.96
5044	103	3	5.08
220	7976	4	39.14
109	24762	3	24.44
10	1856	69	1314.62
10454	179	4	39.2
159	2486	5	29.51
59	33673	3	32.32
2740	108	3	6.27
183	287	5	10.08
160	385	10	32.62
115	14835	4	29.11
8	990	24	132.25
1440	158	4	17.11
1029	14	38	59.42
3073	103	4	5.09
153	368	19	78.21
1410	8020	3	41.89
784	315	4	23.08
1590	233	3	16.94
1080	174	12	78.76
26481	101	3	17.2
261	139	11	14.89
111	331	33	75.13
1722	102	10	14.39
224	2524	3	19.53
167	377	4	7.89
170	380	4	8.34
265	2609	3	21.48
1734	14	27	52.42
616	898	8	73.66
115	326	24	46.15
614	146	3	4.35
235	158	9	14.12
13141	164	3	28.08
143	457	6	11.52
101	16035	3	12.3
13851	14	3	6.6
2723	106	30	210.47
3746	108	7	30.62
115	988	7	14.34
12	13926	3	8.52
15106	114	8	79.46
120	7485	5	30.91
137	3921	3	14.21
136	3797	5	27.95
113	234	15	5.21
5880	103	3	6.07
112	366	18	26.91
7925	14	5	9.73
638	151	3	5.61
133	336	28	101.49
1998	14	11	7.68
8494	12	6	17.94
10539	104	3	11.54
376	5811	3	30.59
476	104	18	15.61
2509	12	7	4.83
13893	109	4	26.27
135	5847	3	16.73
142	766	3	4.86
115	1483	5	11.14
118	796	12	33.72
6396	101	4	8.98
2	2142	3	6.77
118	6368	4	20.48
13244	5447	4	76.83
16733	121	3	21.87
175	191	10	17.79
200	104	76	75.73
2	763	8	16.67
269	318	3	7.67
18520	980	3	46.99
474	190	3	7.38
375	3620	10	116.24
7567	14	11	40.45
16688	121	4	32.33
106	529	32	99.92
132	1357	3	7.15
139	177	26	41.25
13291	35081	3	73.91
121	2130	9	39.85
2218	121	5	16.85
13911	59	4	30.78
490	2	6	4.91
5153	103	8	29.42
7197	14	6	12.53
459	368	4	20.43
2390	6320	9	154.28
9	503	7	11.86
1139	139	3	6.98
105	2786	15	73.65
3886	12	20	72.05
824	102	13	8.71
102	7143	3	6.27
3638	126	5	25.47
102	4768	6	14.87
102	6447	3	5.48
101	7306	3	5.95
2249	21051	3	53.87
101	5593	4	8.03
190	5637	3	23.33
102	779	34	71.22
2835	113	3	7.29
189	3761	4	29.48
102	3013	5	6.36
728	169	4	13.77
5404	24943	3	62.03
5768	12	5	7.9
37788	12	3	18.65
3878	106	6	24.53
214	117	383	2387.84
124	2025	9	44.03
16	914	8	20.03
177	212	5	5.27
365	483	3	13.73
428	918	5	37.15
335	1437	3	20.25
101	19747	5	30.72
4232	103	3	4.14
2348	113	3	6.22
124	2292	3	8.94
1322	107	16	60.8
8	17215	7	78.16
150	998	3	7.94
4837	121	10	66.67
126	7478	3	17.4
1369	104	6	5.85
6064	32807	3	67.56
103	1559	8	9.93
102	3543	10	28.47
103	3155	6	11.93
2320	108	6	18.18
5232	12	6	10.22
19207	101	3	13.49
101	1004	10	5.36
102	3904	4	5.38
512	277	3	11.41
482	295	3	11.79
848	421	6	45.66
754	1814	4	38.98
2214	304	4	31.39
257	8983	6	70.8
163	297	19	74.91
107	347	22	34.22
707	209	3	10.91
5205	103	3	5.26
2363	111	3	5.82
19269	14	5	23.67
2367	106	3	5.38
120	3107	4	14.42
2	999	4	5.64
532	404	22	200.05
4039	1164	3	35.82
1416	102	18	38.24
401	104	43	83.14
2442	12	13	20.89
12	8904	3	4.74
15071	12	4	14.15
103	13707	3	12.08
3362	103	5	8.89
1315	14	38	78.95
3679	136	3	13.5
4498	3211	32	689.04
345	110	13	11.45
121	12004	7	61.06
107	4653	3	9.31
27088	103	3	18.83
25134	144	4	47.71
709	59	8	18.24
108	318	47	122.73
2327	12	9	8.39
290	104	27	13.89
1012	1981	4	42.32
4309	114	3	9.77
225	2461	3	19.36
193	124	14	7.33
258	326	13	69.85
325	380	4	17.13
501	214	11	59.74
120	5211	3	12.43
115	4468	4	16.16
1037	1057	5	48.98
877	110	9	18.23
13537	14	4	11.37
12	9430	8	31.17
120	7691	3	15.53
6779	110	7	42.56
2365	1770	10	141.56
140	4108	26	262
120	2017	11	51.48
1221	16	4	7.59
2884	111	7	27.61
142	4139	4	22.18
5723	103	4	9.94
118	4093	3	10.42
264	234	3	4.84
265	366	5	19.43
114	167	30	11.63
116	937	56	354.21
117	814	4	4.02
807	7247	5	68.17
565	158	4	9.4
12	11906	4	11.96
13508	2287	3	49.23
126	8305	3	18.17
270	13003	4	48.22
116	18139	4	33.24
108	1459	9	26.05
107	3718	3	7.91
832	110	5	5.01
2929	12	9	11.69
162	6004	5	41.24
85	310	6	5.97
116	1149	118	1100.3
2	624	5	4.84
6236	102	4	9.09
331	112	10	4.88
319	109	34	72.15
6232	14	11	33.24
107	2450	3	5.62
197	641	3	9.73
22125	14	3	10.87
138	447	7	13.63
111	5490	11	72.1
4943	130	3	14.75
112	5398	5	23.25
106	4655	5	20.6
1461	147	12	70.81
916	233	3	13.54
321	193	3	5.08
291	102	31	6.76
106	3069	11	53.32
1310	104	8	10.75
7956	541	5	64.88
318	2941	4	34.57
6725	14	12	41.85
1481	151	4	16.25
2405	113	3	6.3
115	5798	6	33.47
646	159	4	10.67
20281	14	3	10.87
116	1953	5	14.45
9351	175	5	49.66
12517	14	4	10.39
3622	126	3	12.19
562	131	5	7.73
1102	229	7	45.67
145	811	3	5.86
5730	1701	12	202.06
264	697	3	13.01
4739	108	4	14.99
116	37720	3	30.64
17354	114	3	20.29
104	26430	3	20.28
134	2921	5	24.88
113	132	64	14.08
112	506	8	6.86
101	31572	3	21.64
134	2226	4	15.8
5720	12	7	15.52
107	4100	3	8.49
20591	104	3	18.08
504	5670	3	32.37
136	1235	13	67.33
4527	120	3	11.45
5170	574	8	104.42
1159	8	3	5.72
101	15848	3	12.3
114	534	6	4.08
262	3097	3	22.44
6751	14	8	19.91
4703	103	3	4.74
15795	12	3	9.46
2950	103	4	4.84
102	9117	3	8.04
469	606	5	33.72
2864	12	15	33.02
13736	109	3	17.56
102	2524	10	21.61
101	3448	5	7.06
105	809	22	65.17
183	204	13	34.34
3145	10476	3	49.3
9	139	36	14.22
160	493	6	17
102	5161	4	7.64
103	4766	3	4.74
1053	227	4	21.12
517	214	10	53.31
1168	132	4	10.62
179	488	82	728.65
213	955	20	163.13
2941	111	3	7.07
425	336	5	25.57
111	10973	7	53.92
6376	5286	3	49.01
584	2129	9	100.59
3597	14169	5	95.93
869	104	13	18.18
2913	12	7	6.35
59	4738	6	34.42
123	1233	3	5.43
2856	106	5	15.39
1837	112	3	4.46
817	110	7	10.31
6244	1118	4	53.83
1324	691	3	24.97
102	4337	6	13.8
4508	114	5	21.98
105	4733	3	8.32
16752	103	6	40.87
125	22599	3	26.59
1948	557	7	72.66
102	6581	5	14.48
4364	19472	4	79.26
790	107	8	11.92
1112	2617	23	355.76
3067	125	4	16.89
353	104	17	6.3
6676	185	9	95.36
12	6906	5	9.97
103	3541	5	9.48
282	110	16	11.42
12	312	52	14.17
661	1462	5	47.34
148	347	5	6.27
1735	2	3	5.64
302	107	14	8.28
9605	121	7	55.37
106	12752	4	24.95
589	2689	3	28.38
392	470	5	28.68
4638	12	8	15.95
1571	1805	6	73.1
311	485	3	12.23
248	177	11	30.39
4360	34207	3	65.08
126	1180	3	5.81
17158	103	3	13.89
102	5498	7	22.08
351	190	3	5.47
451	171	3	6.03
101	6288	10	42.48
251	6060	3	26.77
102	7467	6	21.75
15485	12	3	9.46
467	9	16	48.83
142	7496	4	28.13
264	132	12	15.51
118	1809	16	81.93
117	700	7	11.14
1733	101	10	13.39
170	254	5	6.94
653	179	10	51.89
144	606	17	75.51
681	198	55	513.02
134	4945	3	15.49
3053	108	7	27.39
6034	12	6	12.46
3769	12	5	4.14
113	697	8	12.17
611	140	14	54.08
799	424	4	26.71
288	16	11	8.27
132	334	6	5.44
135	706	4	7.01
198	1900	4	24.32
112	236	21	13.75
102	32454	3	22.02
411	132	7	10.84
9520	12	3	5.52
121	10524	5	36.09
109	5378	9	52.68
114	2706	6	21.95
3745	106	3	8.04
4072	12	5	4.71
102	8546	7	31.07
1450	139	4	13.12
294	277	6	22.33
116	4092	25	208.88
120	2144	5	16.2
120	563	5	4.17
19409	8752	6	142.23
102	10291	3	8.99
135	1262	6	21.96
643	339	52	572.08
134	1378	3	7.52
7417	104	4	14.38
5365	12	4	4.32
116	19108	3	22.36
318	1055	5	34.57
887	16	4	5.18
111	6071	6	32.38
112	5699	5	24.07
1018	1982	8	96.54
505	109	9	8.41
4494	103	4	7.88
10066	12	3	5.52
1118	146	3	7.8
8756	160	12	139.27
135	3702	17	141.09
116	5839	6	34.5
12550	2569	5	88.89
104	11916	3	12.76
1963	164	6	36.48
436	344	3	12.68
169	3405	3	18.22
199	102	102	80.37
416	218	11	56.43
102	5225	10	37.84
131	171	14	5.96
5328	103	3	5.45
104	1257	17	44.08
188	107	98	221.19
2797	1635	3	35.33
8	21223	3	26.78
1540	102	7	5.18
2557	12	20	50.92
7040	2314	5	79.55
207	470	5	18.62
182	185	123	812.55
152	2104	5	25.95
274	357	34	265.49
1199	14	14	5.44
109	14555	8	77.12
1505	109	10	31.71
8923	21	8	79.13
7615	14	4	5.69
155	104	89	25.94
9	1254	5	14.75
154	480	5	11.12
1267	350	21	224.62
101	2527	11	24.53
102	3459	9	23.29
105	7304	3	11.21
1879	212	3	17.09
114	9909	3	15.89
13901	14	4	11.37
12	4761	5	6.07
104	5320	9	40.45
189	4805	5	42.29
1501	112	4	6.52
101	5132	26	173.27
129	1807	3	8.29
185	380	3	5.73
102	3089	8	16.93
103	2709	4	4.29
1332	57	3	5.59
105	6934	3	10.9
5046	745	3	34.27
102	4579	4	6.69
11650	14	3	5.39
724	191	3	10.02
122	365	11	15.1
102	18439	3	13.86
2491	20372	3	54.62
7101	104	5	19.8
111	8538	4	21.79
23957	12	3	14.25
904	300	3	16.1
1066	146	13	69
179	6972	7	69.45
358	124	7	6.96
1479	132	4	12.21
151	2703	9	62.95
211	408	6	22.75
5864	103	21	145.04
7909	14	4	6.1
1437	157	4	17.03
11541	14	4	9.54
668	185	32	248.66
160	251	12	27.56
186	1062	9	56.14
105	1082	9	17.29
101	1574	9	9.29
924	108	13	34.42
388	1076	6	47.63
4372	117	6	30.23
126	1660	3	7.51
5330	164	3	20.75
7851	106	4	19.98
491	1234	6	52.8
2793	14	9	8.34
147	2215	3	11.8
1199	138	6	22.3
3781	1146	5	64.12
722	1532	15	181.78
1804	106	5	10.89
240	653	9	54.51
2344	3176	3	38.39
486	160	4	8.39
1382	467	8	76.38
188	130	36	71.09
26663	108	3	24.3
102	3757	13	46.38
101	2833	20	74.96
860	141	3	5.44
102	7750	7	28.87
12	6431	5	9.06
2934	179	6	44.61
102	434	19	5.52
602	120	17	50.86
115	14420	3	19.59
105	2643	4	8.61
1467	12	10	4.5
102	7000	10	46.2
10834	103	3	10.16
101	8180	5	16.8
