31299	1
3233	2
28782	3
64182	4
91560	5
74294	6
78265	7
39221	8
76824	9
3623	10
55316	11
2042	12
20317	13
28233	14
29803	15
31197	16
43190	17
68148	18
12991	19
66039	20
51793	21
20423	22
49093	23
80252	24
93646	25
53014	26
49215	27
90398	28
78940	29
64693	30
67684	31
1829	32
77133	33
1379	34
10254	35
79815	36
27494	37
50122	38
58589	39
21886	40
65707	41
88956	42
17917	43
9577	44
24750	45
47151	46
95610	47
25426	48
93687	49
4432	50
94359	51
3510	52
1050	53
1456	54
89430	55
3907	56
91276	57
64912	58
46922	59
36939	60
9591	61
58806	62
39512	63
44047	64
1681	65
29279	66
19757	67
58908	68
55487	69
2790	70
48853	71
45358	72
78853	73
61764	74
8308	75
85738	76
59695	77
23200	78
80783	79
30852	80
26766	81
49230	82
89028	83
45510	84
27776	85
48570	86
85346	87
91615	88
83708	89
73450	90
93905	91
54957	92
27549	93
17170	94
73871	95
56588	96
10812	97
905	98
5011	99
85246	100
84275	101
68032	102
10598	103
71471	104
77985	105
24986	106
38277	107
11527	108
64356	109
10979	110
41860	111
70209	112
40915	113
11029	114
19855	115
69042	116
31916	117
74089	118
57233	119
40580	120
47404	121
69827	122
3302	123
20571	124
53838	125
27584	126
78611	127
56303	128
93413	129
93686	130
90628	131
72989	132
95667	133
6629	134
76795	135
28896	136
63794	137
48484	138
21544	139
84407	140
54872	141
60823	142
54144	143
3725	144
18582	145
77693	146
46414	147
54725	148
28481	149
69853	150
25885	151
29092	152
92348	153
82830	154
4947	155
32140	156
5274	157
86925	158
14305	159
65715	160
4953	161
73549	162
26032	163
63120	164
49907	165
31580	166
76225	167
27619	168
25914	169
80852	170
88865	171
85396	172
71382	173
88468	174
44190	175
17143	176
83083	177
37165	178
21603	179
12201	180
1471	181
88702	182
62378	183
89347	184
83376	185
45604	186
31358	187
70703	188
22798	189
33923	190
81114	191
92381	192
3882	193
74200	194
7197	195
42858	196
77126	197
26583	198
70277	199
46822	200
27984	201
52579	202
82012	203
83128	204
6163	205
53221	206
3704	207
18947	208
32080	209
10347	210
91085	211
44629	212
90166	213
71850	214
2529	215
86867	216
91049	217
35540	218
30919	219
12140	220
61658	221
42284	222
44171	223
73370	224
4618	225
29687	226
77739	227
59882	228
60424	229
87652	230
78686	231
62757	232
550	233
40309	234
30169	235
2959	236
27524	237
405	238
85529	239
7020	240
12109	241
45269	242
81819	243
6572	244
91595	245
15587	246
1056	247
30251	248
32021	249
65822	250
50279	251
26198	252
25578	253
80277	254
42556	255
76782	256
19445	257
23895	258
5030	259
3009	260
60183	261
42472	262
43015	263
83668	264
11217	265
60763	266
91209	267
95121	268
92369	269
52426	270
75633	271
20827	272
35161	273
74254	274
92725	275
80960	276
63498	277
52147	278
402	279
14681	280
1630	281
79658	282
61593	283
68817	284
33047	285
80291	286
20065	287
12425	288
83849	289
31417	290
4584	291
34658	292
1878	293
25427	294
1713	295
1686	296
2547	297
55428	298
2274	299
76208	300
15015	301
8622	302
41966	303
30	304
57515	305
19943	306
807	307
15260	308
37934	309
40963	310
25623	311
92456	312
83533	313
52643	314
4101	315
64537	316
21350	317
13628	318
52163	319
42897	320
93923	321
71839	322
54635	323
20529	324
56976	325
49376	326
93421	327
86368	328
31171	329
76519	330
2686	331
57537	332
12343	333
9749	334
60556	335
9561	336
66142	337
69427	338
53097	339
4955	340
40674	341
58489	342
37193	343
10394	344
3374	345
21509	346
75083	347
77797	348
69825	349
3852	350
33518	351
53951	352
60130	353
83618	354
75989	355
93525	356
1023	357
5968	358
8721	359
27574	360
91626	361
57591	362
24514	363
1147	364
58779	365
54243	366
81981	367
17689	368
83168	369
31527	370
60296	371
41604	372
4073	373
7490	374
90635	375
60799	376
7724	377
82791	378
60523	379
14123	380
46144	381
1600	382
73343	383
56832	384
86423	385
14088	386
38818	387
40635	388
80348	389
85085	390
34922	391
350	392
38867	393
82119	394
69797	395
42870	396
2682	397
65764	398
2253	399
13866	400
27571	401
27231	402
93115	403
4910	404
84862	405
11013	406
13950	407
251	408
39467	409
1910	410
59063	411
40181	412
40661	413
3604	414
77908	415
31227	416
88795	417
1782	418
45612	419
584	420
66120	421
1965	422
28979	423
89037	424
65176	425
37752	426
20058	427
30833	428
72194	429
13834	430
56033	431
68938	432
84237	433
29413	434
5235	435
55742	436
64463	437
92258	438
78529	439
78839	440
93748	441
29265	442
86446	443
83105	444
78519	445
76799	446
3481	447
8447	448
15835	449
67389	450
71360	451
62612	452
40948	453
18075	454
20919	455
7735	456
78551	457
67981	458
32	459
23299	460
56389	461
60688	462
464	463
84343	464
55011	465
81356	466
86256	467
13613	468
31218	469
86524	470
54793	471
774	472
70989	473
29919	474
61537	475
75063	476
42053	477
90753	478
4382	479
93719	480
50888	481
3772	482
11712	483
44008	484
730	485
40134	486
34355	487
15597	488
32756	489
14527	490
78352	491
4064	492
71372	493
71946	494
82858	495
5994	496
30332	497
53703	498
4461	499
41313	500
79206	501
3900	502
57596	503
95083	504
12588	505
85035	506
84626	507
47054	508
78167	509
343	510
29399	511
42495	512
87260	513
22916	514
8095	515
47594	516
4512	517
47132	518
200	519
46123	520
10401	521
88905	522
79706	523
43144	524
89897	525
59497	526
56639	527
48592	528
77994	529
47068	530
368	531
2382	532
71890	533
59002	534
729	535
81032	536
45188	537
24708	538
22106	539
94635	540
93425	541
90844	542
92851	543
2966	544
6382	545
58881	546
93363	547
69250	548
11920	549
91749	550
52128	551
39967	552
37842	553
16246	554
32017	555
2500	556
224	557
17914	558
53873	559
59216	560
44602	561
78669	562
86637	563
30311	564
48841	565
9924	566
65456	567
21829	568
38771	569
81966	570
85592	571
1487	572
50826	573
1575	574
21384	575
72289	576
33727	577
8348	578
17771	579
16004	580
87084	581
31482	582
40933	583
65872	584
27981	585
645	586
50676	587
68753	588
65923	589
72928	590
74447	591
5703	592
52406	593
5217	594
73671	595
79113	596
51603	597
128	598
71893	599
47853	600
5462	601
77909	602
648	603
37776	604
85541	605
82630	606
59827	607
1853	608
36190	609
801	610
1307	611
85698	612
46531	613
39939	614
39911	615
69881	616
79745	617
23674	618
32226	619
37576	620
90133	621
95355	622
65721	623
86506	624
2207	625
73424	626
38627	627
2699	628
48200	629
67885	630
51300	631
63741	632
7971	633
59527	634
21286	635
94056	636
67033	637
27898	638
40032	639
15437	640
56954	641
85403	642
7803	643
55678	644
31617	645
14144	646
79748	647
1121	648
2806	649
80918	650
71764	651
90237	652
66028	653
14441	654
18206	655
36327	656
16149	657
28234	658
33677	659
88824	660
32493	661
47111	662
79048	663
15699	664
72258	665
972	666
1182	667
62177	668
62649	669
85883	670
1709	671
80299	672
82846	673
13871	674
12801	675
55146	676
37541	677
17381	678
89197	679
463	680
136	681
76630	682
84319	683
36555	684
34358	685
8714	686
53280	687
1257	688
73098	689
89006	690
92605	691
56211	692
82467	693
54271	694
77848	695
55003	696
631	697
72664	698
63300	699
19972	700
88589	701
34258	702
1845	703
53889	704
81478	705
28418	706
63375	707
92845	708
27235	709
2194	710
54525	711
87705	712
72162	713
1468	714
10624	715
90340	716
92860	717
14739	718
72140	719
12219	720
39176	721
75071	722
64970	723
12042	724
576	725
47481	726
13275	727
85359	728
69156	729
45050	730
37445	731
6625	732
87220	733
423	734
95690	735
3794	736
80021	737
14795	738
65631	739
93349	740
59479	741
53148	742
53901	743
18380	744
77974	745
44746	746
86047	747
5939	748
68940	749
44031	750
43055	751
6696	752
93248	753
10131	754
80671	755
94047	756
79543	757
62375	758
88003	759
26380	760
38553	761
25583	762
49874	763
84498	764
32728	765
3304	766
1371	767
66347	768
87491	769
86819	770
74595	771
67646	772
71975	773
67432	774
89591	775
44424	776
88720	777
24208	778
41795	779
15051	780
26610	781
95225	782
52	783
38967	784
88747	785
52304	786
92226	787
8852	788
75779	789
52350	790
8753	791
42138	792
86327	793
40616	794
1904	795
52546	796
75832	797
50495	798
76676	799
7266	800
1984	801
92241	802
68252	803
67045	804
41099	805
3056	806
45606	807
19682	808
15028	809
93089	810
37671	811
2252	812
24701	813
50743	814
1378	815
68351	816
62473	817
8253	818
65929	819
37688	820
40741	821
13889	822
220	823
93136	824
47556	825
2106	826
87130	827
79595	828
7552	829
3299	830
91	831
77144	832
89014	833
2438	834
54597	835
66869	836
49251	837
76435	838
22198	839
2187	840
3606	841
87385	842
9928	843
58323	844
1779	845
44072	846
49865	847
74123	848
80492	849
55216	850
21456	851
16270	852
24089	853
39292	854
57985	855
37544	856
54802	857
24727	858
50804	859
24926	860
5485	861
8489	862
39968	863
60975	864
78553	865
15666	866
14300	867
22897	868
9338	869
13419	870
93085	871
66057	872
25905	873
90689	874
90990	875
3687	876
53574	877
17473	878
77755	879
73348	880
75438	881
53797	882
77539	883
193	884
28402	885
41352	886
62072	887
34522	888
59366	889
14747	890
88163	891
66272	892
67351	893
8570	894
42489	895
2649	896
24973	897
3687	898
56350	899
14554	900
17437	901
1326	902
4595	903
25972	904
16016	905
32829	906
46704	907
48766	908
57578	909
62982	910
15609	911
29036	912
3269	913
10395	914
11291	915
10736	916
61275	917
31343	918
16480	919
305	920
91838	921
19875	922
16570	923
29223	924
2911	925
8378	926
46266	927
67347	928
58429	929
54170	930
9648	931
1718	932
93148	933
93461	934
92508	935
33272	936
12103	937
80631	938
81647	939
86621	940
82686	941
73025	942
80627	943
92393	944
48362	945
59032	946
27100	947
1255	948
52842	949
2537	950
5320	951
3758	952
3805	953
33632	954
84515	955
66183	956
72917	957
41019	958
58294	959
12752	960
47191	961
53558	962
24740	963
3179	964
88178	965
35616	966
16173	967
12712	968
3085	969
59156	970
14174	971
64892	972
18614	973
39404	974
83183	975
37105	976
69221	977
27342	978
42217	979
69265	980
46471	981
13604	982
4645	983
3706	984
48943	985
2590	986
28175	987
16168	988
49468	989
53715	990
38464	991
43206	992
40133	993
26099	994
71976	995
6993	996
53593	997
45356	998
82996	999
61246	1000
86275	1001
76954	1002
203	1003
44015	1004
1461	1005
49665	1006
194	1007
12870	1008
33001	1009
78015	1010
10249	1011
20587	1012
15769	1013
722	1014
27627	1015
28767	1016
84726	1017
1353	1018
65419	1019
45907	1020
95336	1021
61920	1022
43359	1023
11535	1024
71533	1025
71910	1026
41010	1027
32483	1028
33453	1029
6912	1030
53620	1031
56476	1032
83235	1033
21219	1034
92934	1035
12112	1036
95678	1037
87998	1038
5965	1039
91503	1040
86309	1041
89831	1042
43915	1043
87159	1044
82054	1045
72046	1046
51048	1047
45679	1048
63416	1049
88780	1050
69444	1051
60572	1052
79065	1053
71505	1054
12998	1055
79182	1056
95512	1057
79769	1058
48257	1059
50860	1060
85305	1061
84084	1062
55801	1063
52944	1064
64562	1065
53472	1066
32244	1067
5252	1068
2464	1069
65550	1070
31155	1071
1955	1072
18059	1073
78504	1074
6399	1075
86159	1076
36937	1077
7341	1078
55578	1079
52483	1080
62064	1081
79052	1082
21658	1083
37918	1084
41471	1085
18292	1086
48961	1087
55837	1088
12683	1089
42422	1090
57789	1091
75576	1092
9226	1093
6208	1094
58139	1095
61782	1096
41859	1097
52569	1098
16683	1099
71412	1100
18969	1101
33216	1102
68670	1103
22470	1104
70349	1105
15212	1106
2245	1107
45889	1108
1770	1109
53045	1110
30040	1111
20522	1112
84846	1113
1498	1114
90643	1115
66072	1116
75976	1117
18828	1118
92933	1119
11126	1120
44361	1121
49658	1122
9076	1123
11426	1124
32132	1125
2911	1126
2804	1127
14230	1128
1562	1129
32331	1130
43626	1131
22126	1132
81731	1133
48955	1134
40419	1135
2819	1136
54897	1137
79963	1138
46613	1139
22660	1140
69351	1141
30208	1142
23722	1143
